,timestamp,customer_no,location,month,weekday,hour,date,time
28,2019-09-02 07:09:00,7,spices,9,0,7,2019-09-02,07:09:00
29,2019-09-02 07:09:00,14,checkout,9,0,7,2019-09-02,07:09:00
30,2019-09-02 07:09:00,16,spices,9,0,7,2019-09-02,07:09:00
31,2019-09-02 07:10:00,12,checkout,9,0,7,2019-09-02,07:10:00
32,2019-09-02 07:11:00,7,fruit,9,0,7,2019-09-02,07:11:00
33,2019-09-02 07:11:00,16,checkout,9,0,7,2019-09-02,07:11:00
34,2019-09-02 07:11:00,17,fruit,9,0,7,2019-09-02,07:11:00
35,2019-09-02 07:12:00,9,fruit,9,0,7,2019-09-02,07:12:00
36,2019-09-02 07:12:00,15,checkout,9,0,7,2019-09-02,07:12:00
37,2019-09-02 07:12:00,18,fruit,9,0,7,2019-09-02,07:12:00
38,2019-09-02 07:12:00,19,spices,9,0,7,2019-09-02,07:12:00
39,2019-09-02 07:12:00,20,drinks,9,0,7,2019-09-02,07:12:00
40,2019-09-02 07:13:00,7,checkout,9,0,7,2019-09-02,07:13:00
41,2019-09-02 07:13:00,9,checkout,9,0,7,2019-09-02,07:13:00
42,2019-09-02 07:13:00,13,spices,9,0,7,2019-09-02,07:13:00
43,2019-09-02 07:13:00,19,drinks,9,0,7,2019-09-02,07:13:00
44,2019-09-02 07:13:00,21,drinks,9,0,7,2019-09-02,07:13:00
45,2019-09-02 07:13:00,22,fruit,9,0,7,2019-09-02,07:13:00
46,2019-09-02 07:14:00,13,dairy,9,0,7,2019-09-02,07:14:00
47,2019-09-02 07:14:00,18,dairy,9,0,7,2019-09-02,07:14:00
48,2019-09-02 07:14:00,20,checkout,9,0,7,2019-09-02,07:14:00
49,2019-09-02 07:14:00,23,fruit,9,0,7,2019-09-02,07:14:00
50,2019-09-02 07:14:00,24,drinks,9,0,7,2019-09-02,07:14:00
51,2019-09-02 07:15:00,13,fruit,9,0,7,2019-09-02,07:15:00
52,2019-09-02 07:15:00,21,spices,9,0,7,2019-09-02,07:15:00
53,2019-09-02 07:15:00,22,dairy,9,0,7,2019-09-02,07:15:00
54,2019-09-02 07:15:00,23,checkout,9,0,7,2019-09-02,07:15:00
55,2019-09-02 07:16:00,13,checkout,9,0,7,2019-09-02,07:16:00
56,2019-09-02 07:16:00,21,checkout,9,0,7,2019-09-02,07:16:00
57,2019-09-02 07:16:00,25,spices,9,0,7,2019-09-02,07:16:00
58,2019-09-02 07:16:00,26,fruit,9,0,7,2019-09-02,07:16:00
59,2019-09-02 07:16:00,27,spices,9,0,7,2019-09-02,07:16:00
60,2019-09-02 07:16:00,28,drinks,9,0,7,2019-09-02,07:16:00
61,2019-09-02 07:16:00,29,drinks,9,0,7,2019-09-02,07:16:00
62,2019-09-02 07:17:00,6,spices,9,0,7,2019-09-02,07:17:00
63,2019-09-02 07:17:00,18,checkout,9,0,7,2019-09-02,07:17:00
64,2019-09-02 07:17:00,22,checkout,9,0,7,2019-09-02,07:17:00
65,2019-09-02 07:17:00,25,dairy,9,0,7,2019-09-02,07:17:00
66,2019-09-02 07:17:00,30,spices,9,0,7,2019-09-02,07:17:00
67,2019-09-02 07:17:00,31,spices,9,0,7,2019-09-02,07:17:00
68,2019-09-02 07:17:00,32,drinks,9,0,7,2019-09-02,07:17:00
69,2019-09-02 07:17:00,33,fruit,9,0,7,2019-09-02,07:17:00
70,2019-09-02 07:17:00,34,spices,9,0,7,2019-09-02,07:17:00
71,2019-09-02 07:18:00,6,drinks,9,0,7,2019-09-02,07:18:00
72,2019-09-02 07:18:00,25,spices,9,0,7,2019-09-02,07:18:00
73,2019-09-02 07:18:00,29,checkout,9,0,7,2019-09-02,07:18:00
74,2019-09-02 07:18:00,30,drinks,9,0,7,2019-09-02,07:18:00
75,2019-09-02 07:18:00,31,checkout,9,0,7,2019-09-02,07:18:00
76,2019-09-02 07:18:00,34,drinks,9,0,7,2019-09-02,07:18:00
77,2019-09-02 07:18:00,35,dairy,9,0,7,2019-09-02,07:18:00
78,2019-09-02 07:19:00,25,drinks,9,0,7,2019-09-02,07:19:00
79,2019-09-02 07:19:00,27,dairy,9,0,7,2019-09-02,07:19:00
80,2019-09-02 07:19:00,28,checkout,9,0,7,2019-09-02,07:19:00
81,2019-09-02 07:19:00,30,fruit,9,0,7,2019-09-02,07:19:00
82,2019-09-02 07:19:00,35,drinks,9,0,7,2019-09-02,07:19:00
83,2019-09-02 07:20:00,19,checkout,9,0,7,2019-09-02,07:20:00
84,2019-09-02 07:20:00,24,checkout,9,0,7,2019-09-02,07:20:00
85,2019-09-02 07:20:00,26,dairy,9,0,7,2019-09-02,07:20:00
86,2019-09-02 07:20:00,30,dairy,9,0,7,2019-09-02,07:20:00
87,2019-09-02 07:20:00,32,checkout,9,0,7,2019-09-02,07:20:00
88,2019-09-02 07:20:00,33,dairy,9,0,7,2019-09-02,07:20:00
89,2019-09-02 07:20:00,36,dairy,9,0,7,2019-09-02,07:20:00
90,2019-09-02 07:21:00,30,fruit,9,0,7,2019-09-02,07:21:00
91,2019-09-02 07:21:00,36,checkout,9,0,7,2019-09-02,07:21:00
92,2019-09-02 07:22:00,17,checkout,9,0,7,2019-09-02,07:22:00
93,2019-09-02 07:22:00,25,checkout,9,0,7,2019-09-02,07:22:00
94,2019-09-02 07:22:00,33,spices,9,0,7,2019-09-02,07:22:00
95,2019-09-02 07:22:00,35,checkout,9,0,7,2019-09-02,07:22:00
96,2019-09-02 07:22:00,37,fruit,9,0,7,2019-09-02,07:22:00
97,2019-09-02 07:22:00,38,fruit,9,0,7,2019-09-02,07:22:00
98,2019-09-02 07:23:00,30,checkout,9,0,7,2019-09-02,07:23:00
99,2019-09-02 07:23:00,33,dairy,9,0,7,2019-09-02,07:23:00
100,2019-09-02 07:24:00,26,checkout,9,0,7,2019-09-02,07:24:00
101,2019-09-02 07:24:00,33,drinks,9,0,7,2019-09-02,07:24:00
102,2019-09-02 07:25:00,6,spices,9,0,7,2019-09-02,07:25:00
103,2019-09-02 07:25:00,34,spices,9,0,7,2019-09-02,07:25:00
104,2019-09-02 07:26:00,6,dairy,9,0,7,2019-09-02,07:26:00
105,2019-09-02 07:26:00,33,spices,9,0,7,2019-09-02,07:26:00
106,2019-09-02 07:26:00,34,fruit,9,0,7,2019-09-02,07:26:00
107,2019-09-02 07:26:00,37,checkout,9,0,7,2019-09-02,07:26:00
108,2019-09-02 07:26:00,38,dairy,9,0,7,2019-09-02,07:26:00
109,2019-09-02 07:26:00,39,dairy,9,0,7,2019-09-02,07:26:00
110,2019-09-02 07:26:00,40,dairy,9,0,7,2019-09-02,07:26:00
111,2019-09-02 07:26:00,41,drinks,9,0,7,2019-09-02,07:26:00
112,2019-09-02 07:26:00,42,dairy,9,0,7,2019-09-02,07:26:00
113,2019-09-02 07:26:00,43,fruit,9,0,7,2019-09-02,07:26:00
114,2019-09-02 07:26:00,44,fruit,9,0,7,2019-09-02,07:26:00
115,2019-09-02 07:26:00,45,spices,9,0,7,2019-09-02,07:26:00
116,2019-09-02 07:26:00,46,fruit,9,0,7,2019-09-02,07:26:00
117,2019-09-02 07:27:00,6,spices,9,0,7,2019-09-02,07:27:00
118,2019-09-02 07:27:00,33,drinks,9,0,7,2019-09-02,07:27:00
119,2019-09-02 07:27:00,34,checkout,9,0,7,2019-09-02,07:27:00
120,2019-09-02 07:27:00,39,checkout,9,0,7,2019-09-02,07:27:00
121,2019-09-02 07:27:00,41,dairy,9,0,7,2019-09-02,07:27:00
122,2019-09-02 07:27:00,44,checkout,9,0,7,2019-09-02,07:27:00
123,2019-09-02 07:27:00,45,dairy,9,0,7,2019-09-02,07:27:00
124,2019-09-02 07:27:00,46,checkout,9,0,7,2019-09-02,07:27:00
125,2019-09-02 07:27:00,47,drinks,9,0,7,2019-09-02,07:27:00
126,2019-09-02 07:27:00,48,drinks,9,0,7,2019-09-02,07:27:00
127,2019-09-02 07:27:00,49,spices,9,0,7,2019-09-02,07:27:00
128,2019-09-02 07:28:00,41,spices,9,0,7,2019-09-02,07:28:00
129,2019-09-02 07:28:00,43,dairy,9,0,7,2019-09-02,07:28:00
130,2019-09-02 07:28:00,47,fruit,9,0,7,2019-09-02,07:28:00
131,2019-09-02 07:28:00,48,checkout,9,0,7,2019-09-02,07:28:00
132,2019-09-02 07:28:00,49,checkout,9,0,7,2019-09-02,07:28:00
133,2019-09-02 07:28:00,50,fruit,9,0,7,2019-09-02,07:28:00
134,2019-09-02 07:28:00,51,fruit,9,0,7,2019-09-02,07:28:00
135,2019-09-02 07:29:00,6,checkout,9,0,7,2019-09-02,07:29:00
136,2019-09-02 07:29:00,38,checkout,9,0,7,2019-09-02,07:29:00
137,2019-09-02 07:29:00,40,spices,9,0,7,2019-09-02,07:29:00
138,2019-09-02 07:29:00,50,drinks,9,0,7,2019-09-02,07:29:00
139,2019-09-02 07:29:00,52,drinks,9,0,7,2019-09-02,07:29:00
140,2019-09-02 07:29:00,53,fruit,9,0,7,2019-09-02,07:29:00
141,2019-09-02 07:30:00,40,checkout,9,0,7,2019-09-02,07:30:00
142,2019-09-02 07:30:00,41,drinks,9,0,7,2019-09-02,07:30:00
143,2019-09-02 07:30:00,42,spices,9,0,7,2019-09-02,07:30:00
144,2019-09-02 07:30:00,45,fruit,9,0,7,2019-09-02,07:30:00
145,2019-09-02 07:30:00,54,spices,9,0,7,2019-09-02,07:30:00
146,2019-09-02 07:30:00,55,spices,9,0,7,2019-09-02,07:30:00
147,2019-09-02 07:30:00,56,fruit,9,0,7,2019-09-02,07:30:00
148,2019-09-02 07:30:00,57,fruit,9,0,7,2019-09-02,07:30:00
149,2019-09-02 07:30:00,58,drinks,9,0,7,2019-09-02,07:30:00
150,2019-09-02 07:30:00,59,dairy,9,0,7,2019-09-02,07:30:00
151,2019-09-02 07:31:00,45,drinks,9,0,7,2019-09-02,07:31:00
152,2019-09-02 07:31:00,50,spices,9,0,7,2019-09-02,07:31:00
153,2019-09-02 07:31:00,51,dairy,9,0,7,2019-09-02,07:31:00
154,2019-09-02 07:31:00,52,spices,9,0,7,2019-09-02,07:31:00
155,2019-09-02 07:31:00,54,dairy,9,0,7,2019-09-02,07:31:00
156,2019-09-02 07:31:00,57,checkout,9,0,7,2019-09-02,07:31:00
157,2019-09-02 07:32:00,42,fruit,9,0,7,2019-09-02,07:32:00
158,2019-09-02 07:32:00,47,dairy,9,0,7,2019-09-02,07:32:00
159,2019-09-02 07:32:00,50,checkout,9,0,7,2019-09-02,07:32:00
160,2019-09-02 07:32:00,53,checkout,9,0,7,2019-09-02,07:32:00
161,2019-09-02 07:32:00,55,dairy,9,0,7,2019-09-02,07:32:00
162,2019-09-02 07:32:00,58,checkout,9,0,7,2019-09-02,07:32:00
163,2019-09-02 07:33:00,27,checkout,9,0,7,2019-09-02,07:33:00
164,2019-09-02 07:33:00,33,checkout,9,0,7,2019-09-02,07:33:00
165,2019-09-02 07:33:00,41,checkout,9,0,7,2019-09-02,07:33:00
166,2019-09-02 07:33:00,42,dairy,9,0,7,2019-09-02,07:33:00
167,2019-09-02 07:33:00,51,checkout,9,0,7,2019-09-02,07:33:00
168,2019-09-02 07:33:00,52,fruit,9,0,7,2019-09-02,07:33:00
169,2019-09-02 07:33:00,56,dairy,9,0,7,2019-09-02,07:33:00
170,2019-09-02 07:33:00,60,fruit,9,0,7,2019-09-02,07:33:00
171,2019-09-02 07:33:00,61,spices,9,0,7,2019-09-02,07:33:00
172,2019-09-02 07:33:00,62,spices,9,0,7,2019-09-02,07:33:00
173,2019-09-02 07:34:00,45,fruit,9,0,7,2019-09-02,07:34:00
174,2019-09-02 07:34:00,56,spices,9,0,7,2019-09-02,07:34:00
175,2019-09-02 07:34:00,61,drinks,9,0,7,2019-09-02,07:34:00
176,2019-09-02 07:35:00,55,checkout,9,0,7,2019-09-02,07:35:00
177,2019-09-02 07:35:00,56,drinks,9,0,7,2019-09-02,07:35:00
178,2019-09-02 07:35:00,59,drinks,9,0,7,2019-09-02,07:35:00
179,2019-09-02 07:35:00,60,drinks,9,0,7,2019-09-02,07:35:00
180,2019-09-02 07:35:00,62,drinks,9,0,7,2019-09-02,07:35:00
181,2019-09-02 07:36:00,45,dairy,9,0,7,2019-09-02,07:36:00
182,2019-09-02 07:36:00,47,checkout,9,0,7,2019-09-02,07:36:00
183,2019-09-02 07:36:00,52,drinks,9,0,7,2019-09-02,07:36:00
184,2019-09-02 07:36:00,60,checkout,9,0,7,2019-09-02,07:36:00
185,2019-09-02 07:37:00,52,fruit,9,0,7,2019-09-02,07:37:00
186,2019-09-02 07:37:00,54,checkout,9,0,7,2019-09-02,07:37:00
187,2019-09-02 07:38:00,59,fruit,9,0,7,2019-09-02,07:38:00
188,2019-09-02 07:38:00,62,checkout,9,0,7,2019-09-02,07:38:00
189,2019-09-02 07:39:00,43,fruit,9,0,7,2019-09-02,07:39:00
190,2019-09-02 07:39:00,52,checkout,9,0,7,2019-09-02,07:39:00
191,2019-09-02 07:39:00,59,checkout,9,0,7,2019-09-02,07:39:00
192,2019-09-02 07:39:00,63,spices,9,0,7,2019-09-02,07:39:00
193,2019-09-02 07:40:00,56,checkout,9,0,7,2019-09-02,07:40:00
194,2019-09-02 07:40:00,63,drinks,9,0,7,2019-09-02,07:40:00
195,2019-09-02 07:40:00,64,drinks,9,0,7,2019-09-02,07:40:00
196,2019-09-02 07:40:00,65,drinks,9,0,7,2019-09-02,07:40:00
197,2019-09-02 07:40:00,66,spices,9,0,7,2019-09-02,07:40:00
198,2019-09-02 07:41:00,43,dairy,9,0,7,2019-09-02,07:41:00
199,2019-09-02 07:41:00,61,checkout,9,0,7,2019-09-02,07:41:00
200,2019-09-02 07:41:00,63,fruit,9,0,7,2019-09-02,07:41:00
201,2019-09-02 07:42:00,64,fruit,9,0,7,2019-09-02,07:42:00
202,2019-09-02 07:42:00,67,dairy,9,0,7,2019-09-02,07:42:00
203,2019-09-02 07:42:00,68,spices,9,0,7,2019-09-02,07:42:00
204,2019-09-02 07:42:00,69,fruit,9,0,7,2019-09-02,07:42:00
205,2019-09-02 07:42:00,70,spices,9,0,7,2019-09-02,07:42:00
206,2019-09-02 07:43:00,43,checkout,9,0,7,2019-09-02,07:43:00
207,2019-09-02 07:43:00,63,dairy,9,0,7,2019-09-02,07:43:00
208,2019-09-02 07:43:00,64,drinks,9,0,7,2019-09-02,07:43:00
209,2019-09-02 07:43:00,66,drinks,9,0,7,2019-09-02,07:43:00
210,2019-09-02 07:43:00,69,checkout,9,0,7,2019-09-02,07:43:00
211,2019-09-02 07:43:00,71,dairy,9,0,7,2019-09-02,07:43:00
212,2019-09-02 07:43:00,72,spices,9,0,7,2019-09-02,07:43:00
213,2019-09-02 07:43:00,73,dairy,9,0,7,2019-09-02,07:43:00
214,2019-09-02 07:43:00,74,spices,9,0,7,2019-09-02,07:43:00
215,2019-09-02 07:43:00,75,spices,9,0,7,2019-09-02,07:43:00
216,2019-09-02 07:44:00,42,checkout,9,0,7,2019-09-02,07:44:00
217,2019-09-02 07:44:00,63,fruit,9,0,7,2019-09-02,07:44:00
218,2019-09-02 07:44:00,67,spices,9,0,7,2019-09-02,07:44:00
219,2019-09-02 07:44:00,70,drinks,9,0,7,2019-09-02,07:44:00
220,2019-09-02 07:44:00,71,fruit,9,0,7,2019-09-02,07:44:00
221,2019-09-02 07:44:00,73,checkout,9,0,7,2019-09-02,07:44:00
222,2019-09-02 07:44:00,75,dairy,9,0,7,2019-09-02,07:44:00
223,2019-09-02 07:44:00,76,drinks,9,0,7,2019-09-02,07:44:00
224,2019-09-02 07:44:00,77,fruit,9,0,7,2019-09-02,07:44:00
225,2019-09-02 07:44:00,78,spices,9,0,7,2019-09-02,07:44:00
226,2019-09-02 07:44:00,79,dairy,9,0,7,2019-09-02,07:44:00
227,2019-09-02 07:45:00,64,checkout,9,0,7,2019-09-02,07:45:00
228,2019-09-02 07:45:00,66,spices,9,0,7,2019-09-02,07:45:00
229,2019-09-02 07:45:00,68,drinks,9,0,7,2019-09-02,07:45:00
230,2019-09-02 07:45:00,72,drinks,9,0,7,2019-09-02,07:45:00
231,2019-09-02 07:45:00,74,fruit,9,0,7,2019-09-02,07:45:00
232,2019-09-02 07:45:00,75,drinks,9,0,7,2019-09-02,07:45:00
233,2019-09-02 07:45:00,78,dairy,9,0,7,2019-09-02,07:45:00
234,2019-09-02 07:46:00,63,drinks,9,0,7,2019-09-02,07:46:00
235,2019-09-02 07:46:00,65,dairy,9,0,7,2019-09-02,07:46:00
236,2019-09-02 07:46:00,67,drinks,9,0,7,2019-09-02,07:46:00
237,2019-09-02 07:46:00,74,checkout,9,0,7,2019-09-02,07:46:00
238,2019-09-02 07:47:00,65,checkout,9,0,7,2019-09-02,07:47:00
239,2019-09-02 07:47:00,66,checkout,9,0,7,2019-09-02,07:47:00
240,2019-09-02 07:47:00,70,checkout,9,0,7,2019-09-02,07:47:00
241,2019-09-02 07:47:00,75,spices,9,0,7,2019-09-02,07:47:00
242,2019-09-02 07:47:00,80,dairy,9,0,7,2019-09-02,07:47:00
243,2019-09-02 07:47:00,81,drinks,9,0,7,2019-09-02,07:47:00
244,2019-09-02 07:47:00,82,drinks,9,0,7,2019-09-02,07:47:00
245,2019-09-02 07:47:00,83,fruit,9,0,7,2019-09-02,07:47:00
246,2019-09-02 07:48:00,63,checkout,9,0,7,2019-09-02,07:48:00
247,2019-09-02 07:48:00,67,checkout,9,0,7,2019-09-02,07:48:00
248,2019-09-02 07:48:00,68,fruit,9,0,7,2019-09-02,07:48:00
249,2019-09-02 07:48:00,75,drinks,9,0,7,2019-09-02,07:48:00
250,2019-09-02 07:48:00,78,checkout,9,0,7,2019-09-02,07:48:00
251,2019-09-02 07:48:00,80,drinks,9,0,7,2019-09-02,07:48:00
252,2019-09-02 07:48:00,81,fruit,9,0,7,2019-09-02,07:48:00
253,2019-09-02 07:48:00,83,dairy,9,0,7,2019-09-02,07:48:00
254,2019-09-02 07:48:00,84,fruit,9,0,7,2019-09-02,07:48:00
255,2019-09-02 07:48:00,85,drinks,9,0,7,2019-09-02,07:48:00
256,2019-09-02 07:49:00,76,dairy,9,0,7,2019-09-02,07:49:00
257,2019-09-02 07:49:00,81,checkout,9,0,7,2019-09-02,07:49:00
258,2019-09-02 07:49:00,83,checkout,9,0,7,2019-09-02,07:49:00
259,2019-09-02 07:49:00,85,spices,9,0,7,2019-09-02,07:49:00
260,2019-09-02 07:49:00,86,spices,9,0,7,2019-09-02,07:49:00
261,2019-09-02 07:49:00,87,drinks,9,0,7,2019-09-02,07:49:00
262,2019-09-02 07:49:00,88,dairy,9,0,7,2019-09-02,07:49:00
263,2019-09-02 07:49:00,89,drinks,9,0,7,2019-09-02,07:49:00
264,2019-09-02 07:49:00,90,spices,9,0,7,2019-09-02,07:49:00
265,2019-09-02 07:50:00,68,spices,9,0,7,2019-09-02,07:50:00
266,2019-09-02 07:50:00,75,checkout,9,0,7,2019-09-02,07:50:00
267,2019-09-02 07:50:00,76,drinks,9,0,7,2019-09-02,07:50:00
268,2019-09-02 07:50:00,84,drinks,9,0,7,2019-09-02,07:50:00
269,2019-09-02 07:50:00,85,checkout,9,0,7,2019-09-02,07:50:00
270,2019-09-02 07:50:00,86,drinks,9,0,7,2019-09-02,07:50:00
271,2019-09-02 07:50:00,87,checkout,9,0,7,2019-09-02,07:50:00
272,2019-09-02 07:50:00,89,checkout,9,0,7,2019-09-02,07:50:00
273,2019-09-02 07:50:00,90,checkout,9,0,7,2019-09-02,07:50:00
274,2019-09-02 07:51:00,71,checkout,9,0,7,2019-09-02,07:51:00
275,2019-09-02 07:51:00,76,checkout,9,0,7,2019-09-02,07:51:00
276,2019-09-02 07:51:00,86,spices,9,0,7,2019-09-02,07:51:00
277,2019-09-02 07:52:00,68,checkout,9,0,7,2019-09-02,07:52:00
278,2019-09-02 07:52:00,72,checkout,9,0,7,2019-09-02,07:52:00
279,2019-09-02 07:52:00,77,checkout,9,0,7,2019-09-02,07:52:00
280,2019-09-02 07:52:00,82,checkout,9,0,7,2019-09-02,07:52:00
281,2019-09-02 07:52:00,91,fruit,9,0,7,2019-09-02,07:52:00
282,2019-09-02 07:52:00,92,dairy,9,0,7,2019-09-02,07:52:00
283,2019-09-02 07:52:00,93,dairy,9,0,7,2019-09-02,07:52:00
284,2019-09-02 07:52:00,94,drinks,9,0,7,2019-09-02,07:52:00
285,2019-09-02 07:53:00,79,drinks,9,0,7,2019-09-02,07:53:00
286,2019-09-02 07:53:00,80,spices,9,0,7,2019-09-02,07:53:00
287,2019-09-02 07:53:00,86,fruit,9,0,7,2019-09-02,07:53:00
288,2019-09-02 07:53:00,93,checkout,9,0,7,2019-09-02,07:53:00
289,2019-09-02 07:53:00,94,dairy,9,0,7,2019-09-02,07:53:00
290,2019-09-02 07:53:00,95,drinks,9,0,7,2019-09-02,07:53:00
291,2019-09-02 07:53:00,96,dairy,9,0,7,2019-09-02,07:53:00
292,2019-09-02 07:54:00,79,checkout,9,0,7,2019-09-02,07:54:00
293,2019-09-02 07:54:00,80,dairy,9,0,7,2019-09-02,07:54:00
294,2019-09-02 07:54:00,84,spices,9,0,7,2019-09-02,07:54:00
295,2019-09-02 07:54:00,94,checkout,9,0,7,2019-09-02,07:54:00
296,2019-09-02 07:54:00,96,checkout,9,0,7,2019-09-02,07:54:00
297,2019-09-02 07:54:00,97,fruit,9,0,7,2019-09-02,07:54:00
298,2019-09-02 07:55:00,45,checkout,9,0,7,2019-09-02,07:55:00
299,2019-09-02 07:55:00,84,dairy,9,0,7,2019-09-02,07:55:00
300,2019-09-02 07:55:00,86,dairy,9,0,7,2019-09-02,07:55:00
301,2019-09-02 07:56:00,91,dairy,9,0,7,2019-09-02,07:56:00
302,2019-09-02 07:56:00,98,dairy,9,0,7,2019-09-02,07:56:00
303,2019-09-02 07:56:00,99,dairy,9,0,7,2019-09-02,07:56:00
304,2019-09-02 07:56:00,100,drinks,9,0,7,2019-09-02,07:56:00
305,2019-09-02 07:56:00,101,fruit,9,0,7,2019-09-02,07:56:00
306,2019-09-02 07:56:00,102,dairy,9,0,7,2019-09-02,07:56:00
307,2019-09-02 07:57:00,86,fruit,9,0,7,2019-09-02,07:57:00
308,2019-09-02 07:57:00,88,checkout,9,0,7,2019-09-02,07:57:00
309,2019-09-02 07:57:00,92,checkout,9,0,7,2019-09-02,07:57:00
310,2019-09-02 07:57:00,95,fruit,9,0,7,2019-09-02,07:57:00
311,2019-09-02 07:57:00,98,drinks,9,0,7,2019-09-02,07:57:00
312,2019-09-02 07:58:00,98,fruit,9,0,7,2019-09-02,07:58:00
313,2019-09-02 07:58:00,99,drinks,9,0,7,2019-09-02,07:58:00
314,2019-09-02 07:59:00,80,fruit,9,0,7,2019-09-02,07:59:00
315,2019-09-02 07:59:00,91,checkout,9,0,7,2019-09-02,07:59:00
316,2019-09-02 07:59:00,98,drinks,9,0,7,2019-09-02,07:59:00
317,2019-09-02 08:00:00,98,checkout,9,0,8,2019-09-02,08:00:00
318,2019-09-02 08:00:00,99,spices,9,0,8,2019-09-02,08:00:00
319,2019-09-02 08:00:00,101,checkout,9,0,8,2019-09-02,08:00:00
320,2019-09-02 08:01:00,84,drinks,9,0,8,2019-09-02,08:01:00
321,2019-09-02 08:01:00,86,spices,9,0,8,2019-09-02,08:01:00
322,2019-09-02 08:01:00,97,checkout,9,0,8,2019-09-02,08:01:00
323,2019-09-02 08:01:00,99,drinks,9,0,8,2019-09-02,08:01:00
324,2019-09-02 08:01:00,102,checkout,9,0,8,2019-09-02,08:01:00
325,2019-09-02 08:02:00,80,checkout,9,0,8,2019-09-02,08:02:00
326,2019-09-02 08:02:00,84,checkout,9,0,8,2019-09-02,08:02:00
327,2019-09-02 08:02:00,95,spices,9,0,8,2019-09-02,08:02:00
328,2019-09-02 08:02:00,103,dairy,9,0,8,2019-09-02,08:02:00
329,2019-09-02 08:02:00,104,fruit,9,0,8,2019-09-02,08:02:00
330,2019-09-02 08:02:00,105,fruit,9,0,8,2019-09-02,08:02:00
331,2019-09-02 08:03:00,95,dairy,9,0,8,2019-09-02,08:03:00
332,2019-09-02 08:03:00,99,checkout,9,0,8,2019-09-02,08:03:00
333,2019-09-02 08:03:00,100,checkout,9,0,8,2019-09-02,08:03:00
334,2019-09-02 08:03:00,105,checkout,9,0,8,2019-09-02,08:03:00
335,2019-09-02 08:03:00,106,drinks,9,0,8,2019-09-02,08:03:00
336,2019-09-02 08:03:00,107,dairy,9,0,8,2019-09-02,08:03:00
337,2019-09-02 08:03:00,108,fruit,9,0,8,2019-09-02,08:03:00
338,2019-09-02 08:04:00,103,drinks,9,0,8,2019-09-02,08:04:00
339,2019-09-02 08:04:00,106,spices,9,0,8,2019-09-02,08:04:00
340,2019-09-02 08:05:00,86,dairy,9,0,8,2019-09-02,08:05:00
341,2019-09-02 08:05:00,103,spices,9,0,8,2019-09-02,08:05:00
342,2019-09-02 08:05:00,109,dairy,9,0,8,2019-09-02,08:05:00
343,2019-09-02 08:05:00,110,spices,9,0,8,2019-09-02,08:05:00
344,2019-09-02 08:06:00,86,drinks,9,0,8,2019-09-02,08:06:00
345,2019-09-02 08:06:00,103,drinks,9,0,8,2019-09-02,08:06:00
346,2019-09-02 08:06:00,106,checkout,9,0,8,2019-09-02,08:06:00
347,2019-09-02 08:06:00,108,dairy,9,0,8,2019-09-02,08:06:00
348,2019-09-02 08:06:00,111,fruit,9,0,8,2019-09-02,08:06:00
349,2019-09-02 08:06:00,112,fruit,9,0,8,2019-09-02,08:06:00
