timestamp,customer_no,location,month,weekday,hour,date,time
2019-09-02 07:18:00,6,drinks,9,0,7,2019-09-02,07:18:00
2019-09-02 07:19:00,6,drinks,9,0,7,2019-09-02,07:18:00
2019-09-02 07:20:00,6,drinks,9,0,7,2019-09-02,07:18:00
2019-09-02 07:21:00,6,drinks,9,0,7,2019-09-02,07:18:00
2019-09-02 07:22:00,6,drinks,9,0,7,2019-09-02,07:18:00
2019-09-02 07:23:00,6,drinks,9,0,7,2019-09-02,07:18:00
2019-09-02 07:24:00,6,drinks,9,0,7,2019-09-02,07:18:00
2019-09-02 07:25:00,6,spices,9,0,7,2019-09-02,07:25:00
2019-09-02 07:26:00,6,dairy,9,0,7,2019-09-02,07:26:00
2019-09-02 07:27:00,6,spices,9,0,7,2019-09-02,07:27:00
2019-09-02 07:28:00,6,spices,9,0,7,2019-09-02,07:27:00
2019-09-02 07:29:00,6,checkout,9,0,7,2019-09-02,07:29:00
2019-09-02 07:04:00,7,spices,9,0,7,2019-09-02,07:04:00
2019-09-02 07:05:00,7,drinks,9,0,7,2019-09-02,07:05:00
2019-09-02 07:06:00,7,drinks,9,0,7,2019-09-02,07:05:00
2019-09-02 07:07:00,7,drinks,9,0,7,2019-09-02,07:05:00
2019-09-02 07:08:00,7,drinks,9,0,7,2019-09-02,07:05:00
2019-09-02 07:09:00,7,spices,9,0,7,2019-09-02,07:09:00
2019-09-02 07:10:00,7,spices,9,0,7,2019-09-02,07:09:00
2019-09-02 07:11:00,7,fruit,9,0,7,2019-09-02,07:11:00
2019-09-02 07:12:00,7,fruit,9,0,7,2019-09-02,07:11:00
2019-09-02 07:13:00,7,checkout,9,0,7,2019-09-02,07:13:00
2019-09-02 07:04:00,8,fruit,9,0,7,2019-09-02,07:04:00
2019-09-02 07:05:00,8,fruit,9,0,7,2019-09-02,07:04:00
2019-09-02 07:06:00,8,fruit,9,0,7,2019-09-02,07:04:00
2019-09-02 07:07:00,8,checkout,9,0,7,2019-09-02,07:07:00
2019-09-02 07:06:00,9,dairy,9,0,7,2019-09-02,07:06:00
2019-09-02 07:07:00,9,dairy,9,0,7,2019-09-02,07:06:00
2019-09-02 07:08:00,9,dairy,9,0,7,2019-09-02,07:06:00
2019-09-02 07:09:00,9,dairy,9,0,7,2019-09-02,07:06:00
2019-09-02 07:10:00,9,dairy,9,0,7,2019-09-02,07:06:00
2019-09-02 07:11:00,9,dairy,9,0,7,2019-09-02,07:06:00
2019-09-02 07:12:00,9,fruit,9,0,7,2019-09-02,07:12:00
2019-09-02 07:13:00,9,checkout,9,0,7,2019-09-02,07:13:00
2019-09-02 07:06:00,10,fruit,9,0,7,2019-09-02,07:06:00
2019-09-02 07:07:00,10,fruit,9,0,7,2019-09-02,07:06:00
2019-09-02 07:08:00,10,checkout,9,0,7,2019-09-02,07:08:00
2019-09-02 07:06:00,11,drinks,9,0,7,2019-09-02,07:06:00
2019-09-02 07:07:00,11,drinks,9,0,7,2019-09-02,07:06:00
2019-09-02 07:08:00,11,checkout,9,0,7,2019-09-02,07:08:00
2019-09-02 07:06:00,12,spices,9,0,7,2019-09-02,07:06:00
2019-09-02 07:07:00,12,drinks,9,0,7,2019-09-02,07:07:00
2019-09-02 07:08:00,12,drinks,9,0,7,2019-09-02,07:07:00
2019-09-02 07:09:00,12,drinks,9,0,7,2019-09-02,07:07:00
2019-09-02 07:10:00,12,checkout,9,0,7,2019-09-02,07:10:00
2019-09-02 07:06:00,13,dairy,9,0,7,2019-09-02,07:06:00
2019-09-02 07:07:00,13,dairy,9,0,7,2019-09-02,07:06:00
2019-09-02 07:08:00,13,dairy,9,0,7,2019-09-02,07:06:00
2019-09-02 07:09:00,13,dairy,9,0,7,2019-09-02,07:06:00
2019-09-02 07:10:00,13,dairy,9,0,7,2019-09-02,07:06:00
2019-09-02 07:11:00,13,dairy,9,0,7,2019-09-02,07:06:00
2019-09-02 07:12:00,13,dairy,9,0,7,2019-09-02,07:06:00
2019-09-02 07:13:00,13,spices,9,0,7,2019-09-02,07:13:00
2019-09-02 07:14:00,13,dairy,9,0,7,2019-09-02,07:14:00
2019-09-02 07:15:00,13,fruit,9,0,7,2019-09-02,07:15:00
2019-09-02 07:16:00,13,checkout,9,0,7,2019-09-02,07:16:00
2019-09-02 07:06:00,14,fruit,9,0,7,2019-09-02,07:06:00
2019-09-02 07:07:00,14,fruit,9,0,7,2019-09-02,07:06:00
2019-09-02 07:08:00,14,fruit,9,0,7,2019-09-02,07:06:00
2019-09-02 07:09:00,14,checkout,9,0,7,2019-09-02,07:09:00
2019-09-02 07:07:00,15,spices,9,0,7,2019-09-02,07:07:00
2019-09-02 07:08:00,15,fruit,9,0,7,2019-09-02,07:08:00
2019-09-02 07:09:00,15,fruit,9,0,7,2019-09-02,07:08:00
2019-09-02 07:10:00,15,fruit,9,0,7,2019-09-02,07:08:00
2019-09-02 07:11:00,15,fruit,9,0,7,2019-09-02,07:08:00
2019-09-02 07:12:00,15,checkout,9,0,7,2019-09-02,07:12:00
2019-09-02 07:07:00,16,dairy,9,0,7,2019-09-02,07:07:00
2019-09-02 07:08:00,16,dairy,9,0,7,2019-09-02,07:07:00
2019-09-02 07:09:00,16,spices,9,0,7,2019-09-02,07:09:00
2019-09-02 07:10:00,16,spices,9,0,7,2019-09-02,07:09:00
2019-09-02 07:11:00,16,checkout,9,0,7,2019-09-02,07:11:00
2019-09-02 07:11:00,17,fruit,9,0,7,2019-09-02,07:11:00
2019-09-02 07:12:00,17,fruit,9,0,7,2019-09-02,07:11:00
2019-09-02 07:13:00,17,fruit,9,0,7,2019-09-02,07:11:00
2019-09-02 07:14:00,17,fruit,9,0,7,2019-09-02,07:11:00
2019-09-02 07:15:00,17,fruit,9,0,7,2019-09-02,07:11:00
2019-09-02 07:16:00,17,fruit,9,0,7,2019-09-02,07:11:00
2019-09-02 07:17:00,17,fruit,9,0,7,2019-09-02,07:11:00
2019-09-02 07:18:00,17,fruit,9,0,7,2019-09-02,07:11:00
2019-09-02 07:19:00,17,fruit,9,0,7,2019-09-02,07:11:00
2019-09-02 07:20:00,17,fruit,9,0,7,2019-09-02,07:11:00
2019-09-02 07:21:00,17,fruit,9,0,7,2019-09-02,07:11:00
2019-09-02 07:22:00,17,checkout,9,0,7,2019-09-02,07:22:00
2019-09-02 07:12:00,18,fruit,9,0,7,2019-09-02,07:12:00
2019-09-02 07:13:00,18,fruit,9,0,7,2019-09-02,07:12:00
2019-09-02 07:14:00,18,dairy,9,0,7,2019-09-02,07:14:00
2019-09-02 07:15:00,18,dairy,9,0,7,2019-09-02,07:14:00
2019-09-02 07:16:00,18,dairy,9,0,7,2019-09-02,07:14:00
2019-09-02 07:17:00,18,checkout,9,0,7,2019-09-02,07:17:00
2019-09-02 07:12:00,19,spices,9,0,7,2019-09-02,07:12:00
2019-09-02 07:13:00,19,drinks,9,0,7,2019-09-02,07:13:00
2019-09-02 07:14:00,19,drinks,9,0,7,2019-09-02,07:13:00
2019-09-02 07:15:00,19,drinks,9,0,7,2019-09-02,07:13:00
2019-09-02 07:16:00,19,drinks,9,0,7,2019-09-02,07:13:00
2019-09-02 07:17:00,19,drinks,9,0,7,2019-09-02,07:13:00
2019-09-02 07:18:00,19,drinks,9,0,7,2019-09-02,07:13:00
2019-09-02 07:19:00,19,drinks,9,0,7,2019-09-02,07:13:00
2019-09-02 07:20:00,19,checkout,9,0,7,2019-09-02,07:20:00
2019-09-02 07:12:00,20,drinks,9,0,7,2019-09-02,07:12:00
2019-09-02 07:13:00,20,drinks,9,0,7,2019-09-02,07:12:00
2019-09-02 07:14:00,20,checkout,9,0,7,2019-09-02,07:14:00
2019-09-02 07:13:00,21,drinks,9,0,7,2019-09-02,07:13:00
2019-09-02 07:14:00,21,drinks,9,0,7,2019-09-02,07:13:00
2019-09-02 07:15:00,21,spices,9,0,7,2019-09-02,07:15:00
2019-09-02 07:16:00,21,checkout,9,0,7,2019-09-02,07:16:00
2019-09-02 07:13:00,22,fruit,9,0,7,2019-09-02,07:13:00
2019-09-02 07:14:00,22,fruit,9,0,7,2019-09-02,07:13:00
2019-09-02 07:15:00,22,dairy,9,0,7,2019-09-02,07:15:00
2019-09-02 07:16:00,22,dairy,9,0,7,2019-09-02,07:15:00
2019-09-02 07:17:00,22,checkout,9,0,7,2019-09-02,07:17:00
2019-09-02 07:14:00,23,fruit,9,0,7,2019-09-02,07:14:00
2019-09-02 07:15:00,23,checkout,9,0,7,2019-09-02,07:15:00
2019-09-02 07:14:00,24,drinks,9,0,7,2019-09-02,07:14:00
2019-09-02 07:15:00,24,drinks,9,0,7,2019-09-02,07:14:00
2019-09-02 07:16:00,24,drinks,9,0,7,2019-09-02,07:14:00
2019-09-02 07:17:00,24,drinks,9,0,7,2019-09-02,07:14:00
2019-09-02 07:18:00,24,drinks,9,0,7,2019-09-02,07:14:00
2019-09-02 07:19:00,24,drinks,9,0,7,2019-09-02,07:14:00
2019-09-02 07:20:00,24,checkout,9,0,7,2019-09-02,07:20:00
2019-09-02 07:16:00,25,spices,9,0,7,2019-09-02,07:16:00
2019-09-02 07:17:00,25,dairy,9,0,7,2019-09-02,07:17:00
2019-09-02 07:18:00,25,spices,9,0,7,2019-09-02,07:18:00
2019-09-02 07:19:00,25,drinks,9,0,7,2019-09-02,07:19:00
2019-09-02 07:20:00,25,drinks,9,0,7,2019-09-02,07:19:00
2019-09-02 07:21:00,25,drinks,9,0,7,2019-09-02,07:19:00
2019-09-02 07:22:00,25,checkout,9,0,7,2019-09-02,07:22:00
2019-09-02 07:16:00,26,fruit,9,0,7,2019-09-02,07:16:00
2019-09-02 07:17:00,26,fruit,9,0,7,2019-09-02,07:16:00
2019-09-02 07:18:00,26,fruit,9,0,7,2019-09-02,07:16:00
2019-09-02 07:19:00,26,fruit,9,0,7,2019-09-02,07:16:00
2019-09-02 07:20:00,26,dairy,9,0,7,2019-09-02,07:20:00
2019-09-02 07:21:00,26,dairy,9,0,7,2019-09-02,07:20:00
2019-09-02 07:22:00,26,dairy,9,0,7,2019-09-02,07:20:00
2019-09-02 07:23:00,26,dairy,9,0,7,2019-09-02,07:20:00
2019-09-02 07:24:00,26,checkout,9,0,7,2019-09-02,07:24:00
2019-09-02 07:16:00,27,spices,9,0,7,2019-09-02,07:16:00
2019-09-02 07:17:00,27,spices,9,0,7,2019-09-02,07:16:00
2019-09-02 07:18:00,27,spices,9,0,7,2019-09-02,07:16:00
2019-09-02 07:19:00,27,dairy,9,0,7,2019-09-02,07:19:00
2019-09-02 07:20:00,27,dairy,9,0,7,2019-09-02,07:19:00
2019-09-02 07:21:00,27,dairy,9,0,7,2019-09-02,07:19:00
2019-09-02 07:22:00,27,dairy,9,0,7,2019-09-02,07:19:00
2019-09-02 07:23:00,27,dairy,9,0,7,2019-09-02,07:19:00
2019-09-02 07:24:00,27,dairy,9,0,7,2019-09-02,07:19:00
2019-09-02 07:25:00,27,dairy,9,0,7,2019-09-02,07:19:00
2019-09-02 07:26:00,27,dairy,9,0,7,2019-09-02,07:19:00
2019-09-02 07:27:00,27,dairy,9,0,7,2019-09-02,07:19:00
2019-09-02 07:28:00,27,dairy,9,0,7,2019-09-02,07:19:00
2019-09-02 07:29:00,27,dairy,9,0,7,2019-09-02,07:19:00
2019-09-02 07:30:00,27,dairy,9,0,7,2019-09-02,07:19:00
2019-09-02 07:31:00,27,dairy,9,0,7,2019-09-02,07:19:00
2019-09-02 07:32:00,27,dairy,9,0,7,2019-09-02,07:19:00
2019-09-02 07:33:00,27,checkout,9,0,7,2019-09-02,07:33:00
2019-09-02 07:16:00,28,drinks,9,0,7,2019-09-02,07:16:00
2019-09-02 07:17:00,28,drinks,9,0,7,2019-09-02,07:16:00
2019-09-02 07:18:00,28,drinks,9,0,7,2019-09-02,07:16:00
2019-09-02 07:19:00,28,checkout,9,0,7,2019-09-02,07:19:00
2019-09-02 07:16:00,29,drinks,9,0,7,2019-09-02,07:16:00
2019-09-02 07:17:00,29,drinks,9,0,7,2019-09-02,07:16:00
2019-09-02 07:18:00,29,checkout,9,0,7,2019-09-02,07:18:00
2019-09-02 07:17:00,30,spices,9,0,7,2019-09-02,07:17:00
2019-09-02 07:18:00,30,drinks,9,0,7,2019-09-02,07:18:00
2019-09-02 07:19:00,30,fruit,9,0,7,2019-09-02,07:19:00
2019-09-02 07:20:00,30,dairy,9,0,7,2019-09-02,07:20:00
2019-09-02 07:21:00,30,fruit,9,0,7,2019-09-02,07:21:00
2019-09-02 07:22:00,30,fruit,9,0,7,2019-09-02,07:21:00
2019-09-02 07:23:00,30,checkout,9,0,7,2019-09-02,07:23:00
2019-09-02 07:17:00,31,spices,9,0,7,2019-09-02,07:17:00
2019-09-02 07:18:00,31,checkout,9,0,7,2019-09-02,07:18:00
2019-09-02 07:17:00,32,drinks,9,0,7,2019-09-02,07:17:00
2019-09-02 07:18:00,32,drinks,9,0,7,2019-09-02,07:17:00
2019-09-02 07:19:00,32,drinks,9,0,7,2019-09-02,07:17:00
2019-09-02 07:20:00,32,checkout,9,0,7,2019-09-02,07:20:00
2019-09-02 07:17:00,33,fruit,9,0,7,2019-09-02,07:17:00
2019-09-02 07:18:00,33,fruit,9,0,7,2019-09-02,07:17:00
2019-09-02 07:19:00,33,fruit,9,0,7,2019-09-02,07:17:00
2019-09-02 07:20:00,33,dairy,9,0,7,2019-09-02,07:20:00
2019-09-02 07:21:00,33,dairy,9,0,7,2019-09-02,07:20:00
2019-09-02 07:22:00,33,spices,9,0,7,2019-09-02,07:22:00
2019-09-02 07:23:00,33,dairy,9,0,7,2019-09-02,07:23:00
2019-09-02 07:24:00,33,drinks,9,0,7,2019-09-02,07:24:00
2019-09-02 07:25:00,33,drinks,9,0,7,2019-09-02,07:24:00
2019-09-02 07:26:00,33,spices,9,0,7,2019-09-02,07:26:00
2019-09-02 07:27:00,33,drinks,9,0,7,2019-09-02,07:27:00
2019-09-02 07:28:00,33,drinks,9,0,7,2019-09-02,07:27:00
2019-09-02 07:29:00,33,drinks,9,0,7,2019-09-02,07:27:00
2019-09-02 07:30:00,33,drinks,9,0,7,2019-09-02,07:27:00
2019-09-02 07:31:00,33,drinks,9,0,7,2019-09-02,07:27:00
2019-09-02 07:32:00,33,drinks,9,0,7,2019-09-02,07:27:00
2019-09-02 07:33:00,33,checkout,9,0,7,2019-09-02,07:33:00
2019-09-02 07:17:00,34,spices,9,0,7,2019-09-02,07:17:00
2019-09-02 07:18:00,34,drinks,9,0,7,2019-09-02,07:18:00
2019-09-02 07:19:00,34,drinks,9,0,7,2019-09-02,07:18:00
2019-09-02 07:20:00,34,drinks,9,0,7,2019-09-02,07:18:00
2019-09-02 07:21:00,34,drinks,9,0,7,2019-09-02,07:18:00
2019-09-02 07:22:00,34,drinks,9,0,7,2019-09-02,07:18:00
2019-09-02 07:23:00,34,drinks,9,0,7,2019-09-02,07:18:00
2019-09-02 07:24:00,34,drinks,9,0,7,2019-09-02,07:18:00
2019-09-02 07:25:00,34,spices,9,0,7,2019-09-02,07:25:00
2019-09-02 07:26:00,34,fruit,9,0,7,2019-09-02,07:26:00
2019-09-02 07:27:00,34,checkout,9,0,7,2019-09-02,07:27:00
2019-09-02 07:18:00,35,dairy,9,0,7,2019-09-02,07:18:00
2019-09-02 07:19:00,35,drinks,9,0,7,2019-09-02,07:19:00
2019-09-02 07:20:00,35,drinks,9,0,7,2019-09-02,07:19:00
2019-09-02 07:21:00,35,drinks,9,0,7,2019-09-02,07:19:00
2019-09-02 07:22:00,35,checkout,9,0,7,2019-09-02,07:22:00
2019-09-02 07:20:00,36,dairy,9,0,7,2019-09-02,07:20:00
2019-09-02 07:21:00,36,checkout,9,0,7,2019-09-02,07:21:00
2019-09-02 07:22:00,37,fruit,9,0,7,2019-09-02,07:22:00
2019-09-02 07:23:00,37,fruit,9,0,7,2019-09-02,07:22:00
2019-09-02 07:24:00,37,fruit,9,0,7,2019-09-02,07:22:00
2019-09-02 07:25:00,37,fruit,9,0,7,2019-09-02,07:22:00
2019-09-02 07:26:00,37,checkout,9,0,7,2019-09-02,07:26:00
2019-09-02 07:22:00,38,fruit,9,0,7,2019-09-02,07:22:00
2019-09-02 07:23:00,38,fruit,9,0,7,2019-09-02,07:22:00
2019-09-02 07:24:00,38,fruit,9,0,7,2019-09-02,07:22:00
2019-09-02 07:25:00,38,fruit,9,0,7,2019-09-02,07:22:00
2019-09-02 07:26:00,38,dairy,9,0,7,2019-09-02,07:26:00
2019-09-02 07:27:00,38,dairy,9,0,7,2019-09-02,07:26:00
2019-09-02 07:28:00,38,dairy,9,0,7,2019-09-02,07:26:00
2019-09-02 07:29:00,38,checkout,9,0,7,2019-09-02,07:29:00
2019-09-02 07:26:00,39,dairy,9,0,7,2019-09-02,07:26:00
2019-09-02 07:27:00,39,checkout,9,0,7,2019-09-02,07:27:00
2019-09-02 07:26:00,40,dairy,9,0,7,2019-09-02,07:26:00
2019-09-02 07:27:00,40,dairy,9,0,7,2019-09-02,07:26:00
2019-09-02 07:28:00,40,dairy,9,0,7,2019-09-02,07:26:00
2019-09-02 07:29:00,40,spices,9,0,7,2019-09-02,07:29:00
2019-09-02 07:30:00,40,checkout,9,0,7,2019-09-02,07:30:00
2019-09-02 07:26:00,41,drinks,9,0,7,2019-09-02,07:26:00
2019-09-02 07:27:00,41,dairy,9,0,7,2019-09-02,07:27:00
2019-09-02 07:28:00,41,spices,9,0,7,2019-09-02,07:28:00
2019-09-02 07:29:00,41,spices,9,0,7,2019-09-02,07:28:00
2019-09-02 07:30:00,41,drinks,9,0,7,2019-09-02,07:30:00
2019-09-02 07:31:00,41,drinks,9,0,7,2019-09-02,07:30:00
2019-09-02 07:32:00,41,drinks,9,0,7,2019-09-02,07:30:00
2019-09-02 07:33:00,41,checkout,9,0,7,2019-09-02,07:33:00
2019-09-02 07:26:00,42,dairy,9,0,7,2019-09-02,07:26:00
2019-09-02 07:27:00,42,dairy,9,0,7,2019-09-02,07:26:00
2019-09-02 07:28:00,42,dairy,9,0,7,2019-09-02,07:26:00
2019-09-02 07:29:00,42,dairy,9,0,7,2019-09-02,07:26:00
2019-09-02 07:30:00,42,spices,9,0,7,2019-09-02,07:30:00
2019-09-02 07:31:00,42,spices,9,0,7,2019-09-02,07:30:00
2019-09-02 07:32:00,42,fruit,9,0,7,2019-09-02,07:32:00
2019-09-02 07:33:00,42,dairy,9,0,7,2019-09-02,07:33:00
2019-09-02 07:34:00,42,dairy,9,0,7,2019-09-02,07:33:00
2019-09-02 07:35:00,42,dairy,9,0,7,2019-09-02,07:33:00
2019-09-02 07:36:00,42,dairy,9,0,7,2019-09-02,07:33:00
2019-09-02 07:37:00,42,dairy,9,0,7,2019-09-02,07:33:00
2019-09-02 07:38:00,42,dairy,9,0,7,2019-09-02,07:33:00
2019-09-02 07:39:00,42,dairy,9,0,7,2019-09-02,07:33:00
2019-09-02 07:40:00,42,dairy,9,0,7,2019-09-02,07:33:00
2019-09-02 07:41:00,42,dairy,9,0,7,2019-09-02,07:33:00
2019-09-02 07:42:00,42,dairy,9,0,7,2019-09-02,07:33:00
2019-09-02 07:43:00,42,dairy,9,0,7,2019-09-02,07:33:00
2019-09-02 07:44:00,42,checkout,9,0,7,2019-09-02,07:44:00
2019-09-02 07:26:00,43,fruit,9,0,7,2019-09-02,07:26:00
2019-09-02 07:27:00,43,fruit,9,0,7,2019-09-02,07:26:00
2019-09-02 07:28:00,43,dairy,9,0,7,2019-09-02,07:28:00
2019-09-02 07:29:00,43,dairy,9,0,7,2019-09-02,07:28:00
2019-09-02 07:30:00,43,dairy,9,0,7,2019-09-02,07:28:00
2019-09-02 07:31:00,43,dairy,9,0,7,2019-09-02,07:28:00
2019-09-02 07:32:00,43,dairy,9,0,7,2019-09-02,07:28:00
2019-09-02 07:33:00,43,dairy,9,0,7,2019-09-02,07:28:00
2019-09-02 07:34:00,43,dairy,9,0,7,2019-09-02,07:28:00
2019-09-02 07:35:00,43,dairy,9,0,7,2019-09-02,07:28:00
2019-09-02 07:36:00,43,dairy,9,0,7,2019-09-02,07:28:00
2019-09-02 07:37:00,43,dairy,9,0,7,2019-09-02,07:28:00
2019-09-02 07:38:00,43,dairy,9,0,7,2019-09-02,07:28:00
2019-09-02 07:39:00,43,fruit,9,0,7,2019-09-02,07:39:00
2019-09-02 07:40:00,43,fruit,9,0,7,2019-09-02,07:39:00
2019-09-02 07:41:00,43,dairy,9,0,7,2019-09-02,07:41:00
2019-09-02 07:42:00,43,dairy,9,0,7,2019-09-02,07:41:00
2019-09-02 07:43:00,43,checkout,9,0,7,2019-09-02,07:43:00
2019-09-02 07:26:00,44,fruit,9,0,7,2019-09-02,07:26:00
2019-09-02 07:27:00,44,checkout,9,0,7,2019-09-02,07:27:00
2019-09-02 07:26:00,45,spices,9,0,7,2019-09-02,07:26:00
2019-09-02 07:27:00,45,dairy,9,0,7,2019-09-02,07:27:00
2019-09-02 07:28:00,45,dairy,9,0,7,2019-09-02,07:27:00
2019-09-02 07:29:00,45,dairy,9,0,7,2019-09-02,07:27:00
2019-09-02 07:30:00,45,fruit,9,0,7,2019-09-02,07:30:00
2019-09-02 07:31:00,45,drinks,9,0,7,2019-09-02,07:31:00
2019-09-02 07:32:00,45,drinks,9,0,7,2019-09-02,07:31:00
2019-09-02 07:33:00,45,drinks,9,0,7,2019-09-02,07:31:00
2019-09-02 07:34:00,45,fruit,9,0,7,2019-09-02,07:34:00
2019-09-02 07:35:00,45,fruit,9,0,7,2019-09-02,07:34:00
2019-09-02 07:36:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:37:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:38:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:39:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:40:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:41:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:42:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:43:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:44:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:45:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:46:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:47:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:48:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:49:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:50:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:51:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:52:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:53:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:54:00,45,dairy,9,0,7,2019-09-02,07:36:00
2019-09-02 07:55:00,45,checkout,9,0,7,2019-09-02,07:55:00
2019-09-02 07:26:00,46,fruit,9,0,7,2019-09-02,07:26:00
2019-09-02 07:27:00,46,checkout,9,0,7,2019-09-02,07:27:00
2019-09-02 07:27:00,47,drinks,9,0,7,2019-09-02,07:27:00
2019-09-02 07:28:00,47,fruit,9,0,7,2019-09-02,07:28:00
2019-09-02 07:29:00,47,fruit,9,0,7,2019-09-02,07:28:00
2019-09-02 07:30:00,47,fruit,9,0,7,2019-09-02,07:28:00
2019-09-02 07:31:00,47,fruit,9,0,7,2019-09-02,07:28:00
2019-09-02 07:32:00,47,dairy,9,0,7,2019-09-02,07:32:00
2019-09-02 07:33:00,47,dairy,9,0,7,2019-09-02,07:32:00
2019-09-02 07:34:00,47,dairy,9,0,7,2019-09-02,07:32:00
2019-09-02 07:35:00,47,dairy,9,0,7,2019-09-02,07:32:00
2019-09-02 07:36:00,47,checkout,9,0,7,2019-09-02,07:36:00
2019-09-02 07:27:00,48,drinks,9,0,7,2019-09-02,07:27:00
2019-09-02 07:28:00,48,checkout,9,0,7,2019-09-02,07:28:00
2019-09-02 07:27:00,49,spices,9,0,7,2019-09-02,07:27:00
2019-09-02 07:28:00,49,checkout,9,0,7,2019-09-02,07:28:00
2019-09-02 07:28:00,50,fruit,9,0,7,2019-09-02,07:28:00
2019-09-02 07:29:00,50,drinks,9,0,7,2019-09-02,07:29:00
2019-09-02 07:30:00,50,drinks,9,0,7,2019-09-02,07:29:00
2019-09-02 07:31:00,50,spices,9,0,7,2019-09-02,07:31:00
2019-09-02 07:32:00,50,checkout,9,0,7,2019-09-02,07:32:00
2019-09-02 07:28:00,51,fruit,9,0,7,2019-09-02,07:28:00
2019-09-02 07:29:00,51,fruit,9,0,7,2019-09-02,07:28:00
2019-09-02 07:30:00,51,fruit,9,0,7,2019-09-02,07:28:00
2019-09-02 07:31:00,51,dairy,9,0,7,2019-09-02,07:31:00
2019-09-02 07:32:00,51,dairy,9,0,7,2019-09-02,07:31:00
2019-09-02 07:33:00,51,checkout,9,0,7,2019-09-02,07:33:00
2019-09-02 07:29:00,52,drinks,9,0,7,2019-09-02,07:29:00
2019-09-02 07:30:00,52,drinks,9,0,7,2019-09-02,07:29:00
2019-09-02 07:31:00,52,spices,9,0,7,2019-09-02,07:31:00
2019-09-02 07:32:00,52,spices,9,0,7,2019-09-02,07:31:00
2019-09-02 07:33:00,52,fruit,9,0,7,2019-09-02,07:33:00
