,customer_ID,event_no,time,duration,location,queue_no
214,46,3,07:33:00,1,exit,0
215,47,0,07:27:00,2,drinks,4
216,47,1,07:29:00,1,checkout3,1
217,47,2,07:30:00,2,checkout3,0
218,47,3,07:32:00,1,exit,0
219,48,0,07:28:00,4,dairy,15
220,48,1,07:32:00,1,checkout0,0
221,48,2,07:33:00,1,exit,0
222,49,0,07:28:00,3,fruit,16
223,49,1,07:31:00,1,checkout0,0
224,49,2,07:32:00,1,exit,0
225,50,0,07:29:00,1,drinks,13
226,50,1,07:30:00,8,fruit,11
227,50,2,07:38:00,1,checkout2,0
228,50,3,07:39:00,1,exit,0
229,51,0,07:32:00,1,spices,6
230,51,1,07:33:00,2,drinks,2
231,51,2,07:35:00,2,fruit,3
232,51,3,07:37:00,2,spices,13
233,51,4,07:39:00,3,drinks,10
234,51,5,07:42:00,1,checkout4,0
235,51,6,07:43:00,1,exit,0
236,52,0,07:32:00,2,drinks,14
237,52,1,07:34:00,1,spices,17
238,52,2,07:35:00,2,drinks,6
239,52,3,07:37:00,1,fruit,4
240,52,4,07:38:00,3,spices,15
241,52,5,07:41:00,3,checkout2,0
242,52,6,07:44:00,1,exit,0
243,53,0,07:32:00,2,fruit,7
244,53,1,07:34:00,1,drinks,7
245,53,2,07:35:00,3,checkout3,0
246,53,3,07:38:00,1,exit,0
247,54,0,07:32:00,3,fruit,4
248,54,1,07:35:00,3,checkout2,0
249,54,2,07:38:00,1,exit,0
250,55,0,07:32:00,3,dairy,19
251,55,1,07:35:00,1,checkout4,0
252,55,2,07:36:00,1,exit,0
253,56,0,07:32:00,1,drinks,6
254,56,1,07:33:00,1,checkout4,0
255,56,2,07:34:00,1,exit,0
256,57,0,07:33:00,4,drinks,19
257,57,1,07:37:00,2,spices,0
258,57,2,07:39:00,25,drinks,16
259,57,3,08:04:00,1,checkout3,0
260,57,4,08:05:00,1,exit,0
261,58,0,07:34:00,1,spices,5
262,58,1,07:35:00,3,drinks,17
263,58,2,07:38:00,1,spices,6
264,58,3,07:39:00,1,fruit,10
265,58,4,07:40:00,3,checkout0,0
266,58,5,07:43:00,1,exit,0
267,59,0,07:34:00,1,dairy,14
268,59,1,07:35:00,1,drinks,0
269,59,2,07:36:00,1,spices,19
270,59,3,07:37:00,5,drinks,4
271,59,4,07:42:00,3,checkout3,0
272,59,5,07:45:00,1,exit,0
273,60,0,07:34:00,1,spices,4
274,60,1,07:35:00,7,dairy,1
275,60,2,07:42:00,1,checkout1,0
276,60,3,07:43:00,1,exit,0
277,61,0,07:34:00,2,spices,10
278,61,1,07:36:00,1,drinks,13
279,61,2,07:37:00,1,checkout1,0
280,61,3,07:38:00,1,exit,0
281,62,0,07:34:00,1,spices,3
282,62,1,07:35:00,7,dairy,14
283,62,2,07:42:00,1,checkout0,1
284,62,3,07:43:00,3,checkout0,0
285,62,4,07:46:00,1,exit,0
286,63,0,07:34:00,1,fruit,17
287,63,1,07:35:00,2,dairy,17
288,63,2,07:37:00,1,fruit,14
289,63,3,07:38:00,2,checkout3,0
290,63,4,07:40:00,1,exit,0
291,64,0,07:34:00,1,fruit,13
292,64,1,07:35:00,3,drinks,12
293,64,2,07:38:00,5,fruit,15
294,64,3,07:43:00,4,checkout4,0
295,64,4,07:47:00,1,exit,0
296,65,0,07:34:00,2,fruit,6
297,65,1,07:36:00,2,dairy,8
298,65,2,07:38:00,1,drinks,3
299,65,3,07:39:00,1,spices,16
300,65,4,07:40:00,1,drinks,18
301,65,5,07:41:00,3,fruit,14
302,65,6,07:44:00,4,checkout2,1
303,65,7,07:48:00,7,checkout2,0
304,65,8,07:55:00,1,exit,0
305,66,0,07:35:00,2,fruit,0
306,66,1,07:37:00,3,checkout0,0
307,66,2,07:40:00,1,exit,0
308,67,0,07:35:00,2,fruit,12
309,67,1,07:37:00,2,checkout4,1
310,67,2,07:39:00,4,checkout4,0
311,67,3,07:43:00,1,exit,0
312,68,0,07:35:00,25,drinks,11
313,68,1,08:00:00,1,checkout2,0
314,68,2,08:01:00,1,exit,0
315,69,0,07:35:00,4,fruit,7
316,69,1,07:39:00,2,checkout2,0
317,69,2,07:41:00,1,exit,0
318,70,0,07:35:00,1,spices,13
319,70,1,07:36:00,4,fruit,18
320,70,2,07:40:00,1,dairy,9
321,70,3,07:41:00,1,fruit,17
322,70,4,07:42:00,2,checkout2,1
323,70,5,07:44:00,6,checkout2,0
324,70,6,07:50:00,1,exit,0
325,71,0,07:36:00,1,spices,18
326,71,1,07:37:00,2,drinks,6
327,71,2,07:39:00,3,checkout1,0
328,71,3,07:42:00,1,exit,0
329,72,0,07:39:00,1,dairy,4
330,72,1,07:40:00,2,fruit,7
331,72,2,07:42:00,2,dairy,4
332,72,3,07:44:00,4,checkout1,1
333,72,4,07:48:00,7,checkout1,0
334,72,5,07:55:00,1,exit,0
335,73,0,07:39:00,4,spices,4
336,73,1,07:43:00,1,drinks,0
337,73,2,07:44:00,1,checkout0,2
338,73,3,07:45:00,3,checkout0,1
339,73,5,07:48:00,4,checkout0,0
340,73,6,07:52:00,1,exit,0
341,74,0,07:39:00,5,dairy,13
342,74,1,07:44:00,1,checkout3,2
343,74,2,07:45:00,3,checkout3,1
344,74,4,07:48:00,4,checkout3,0
345,74,5,07:52:00,1,exit,0
346,75,0,07:40:00,4,drinks,17
347,75,1,07:44:00,1,fruit,0
348,75,2,07:45:00,7,dairy,6
349,75,3,07:52:00,2,fruit,15
350,75,4,07:54:00,1,dairy,6
351,75,5,07:55:00,1,fruit,0
352,75,6,07:56:00,1,spices,14
353,75,7,07:57:00,1,checkout0,0
354,75,8,07:58:00,1,exit,0
355,76,0,07:40:00,1,spices,9
356,76,1,07:41:00,2,drinks,9
357,76,2,07:43:00,2,checkout0,1
358,76,3,07:45:00,4,checkout0,0
359,76,4,07:49:00,1,exit,0
360,77,0,07:40:00,1,fruit,18
361,77,1,07:41:00,16,dairy,17
362,77,2,07:57:00,3,checkout2,0
363,77,3,08:00:00,1,exit,0
364,78,0,07:41:00,1,drinks,1
365,78,1,07:42:00,1,checkout1,1
366,78,2,07:43:00,2,checkout1,0
367,78,3,07:45:00,1,exit,0
368,79,0,07:41:00,1,dairy,10
369,79,1,07:42:00,1,drinks,14
370,79,2,07:43:00,4,checkout4,1
371,79,3,07:47:00,5,checkout4,0
372,79,4,07:52:00,1,exit,0
373,80,0,07:41:00,2,dairy,5
374,80,1,07:43:00,2,checkout3,1
375,80,2,07:45:00,4,checkout3,0
376,80,3,07:49:00,1,exit,0
377,81,0,07:41:00,1,drinks,3
378,81,1,07:42:00,1,fruit,1
379,81,2,07:43:00,1,checkout1,1
380,81,3,07:44:00,5,checkout1,0
381,81,4,07:49:00,1,exit,0
382,82,0,07:42:00,2,fruit,19
383,82,1,07:44:00,4,checkout1,2
384,82,2,07:48:00,7,checkout1,1
385,82,4,07:55:00,8,checkout1,0
386,82,5,08:03:00,1,exit,0
387,83,0,07:43:00,1,fruit,2
388,83,1,07:44:00,4,checkout2,2
389,83,2,07:48:00,7,checkout2,1
390,83,4,07:55:00,8,checkout2,0
391,83,5,08:03:00,1,exit,0
392,84,0,07:43:00,1,fruit,16
393,84,1,07:44:00,3,checkout4,2
394,84,2,07:47:00,4,checkout4,1
395,84,4,07:51:00,9,checkout4,0
396,84,5,08:00:00,1,exit,0
397,85,0,07:44:00,2,drinks,2
398,85,1,07:46:00,1,checkout0,2
399,85,2,07:47:00,2,checkout0,1
400,85,4,07:49:00,5,checkout0,0
401,85,5,07:54:00,1,exit,0
402,86,0,07:44:00,2,spices,15
403,86,1,07:46:00,1,drinks,0
404,86,2,07:47:00,1,checkout3,1
405,86,3,07:48:00,4,checkout3,0
406,86,4,07:52:00,1,exit,0
407,87,0,07:46:00,2,fruit,5
408,87,1,07:48:00,9,dairy,1
409,87,2,07:57:00,3,fruit,13
410,87,3,08:00:00,4,checkout3,0
411,87,4,08:04:00,1,exit,0
412,88,0,07:46:00,1,dairy,12
413,88,1,07:47:00,3,spices,16
414,88,2,07:50:00,3,dairy,18
415,88,3,07:53:00,2,checkout1,0
416,88,4,07:55:00,1,exit,0
417,89,0,07:47:00,3,drinks,15
418,89,1,07:50:00,1,checkout3,1
419,89,2,07:51:00,2,checkout3,0
420,89,3,07:53:00,1,exit,0
421,90,0,07:49:00,16,dairy,13
422,90,1,08:05:00,1,checkout3,0
423,90,2,08:06:00,1,exit,0
424,91,0,07:49:00,1,dairy,12
425,91,1,07:50:00,3,checkout4,1
426,91,2,07:53:00,8,checkout4,0
427,91,3,08:01:00,1,exit,0
428,92,0,07:49:00,7,fruit,9
429,92,1,07:56:00,3,checkout3,0
430,92,2,07:59:00,1,exit,0
431,93,0,07:49:00,1,spices,8
432,93,1,07:50:00,1,checkout0,1
433,93,2,07:51:00,2,checkout0,0
434,93,3,07:53:00,1,exit,0
435,94,0,07:49:00,4,drinks,7
436,94,1,07:53:00,3,fruit,19
437,94,2,07:56:00,1,spices,11
438,94,3,07:57:00,2,dairy,6
439,94,4,07:59:00,1,checkout4,0
440,94,5,08:00:00,1,exit,0
441,95,0,07:49:00,1,drinks,17
442,95,1,07:50:00,1,dairy,11
443,95,2,07:51:00,1,fruit,19
444,95,3,07:52:00,1,spices,11
445,95,4,07:53:00,3,drinks,15
446,95,5,07:56:00,1,fruit,1
447,95,6,07:57:00,2,spices,13
448,95,7,07:59:00,2,dairy,1
449,95,8,08:01:00,2,fruit,13
450,95,9,08:03:00,3,checkout0,0
451,95,10,08:06:00,1,exit,0
452,96,0,07:50:00,2,dairy,8
453,96,1,07:52:00,2,checkout0,0
454,96,2,07:54:00,1,exit,0
455,97,0,07:50:00,2,fruit,0
456,97,1,07:52:00,1,checkout2,0
457,97,2,07:53:00,1,exit,0
458,98,0,07:51:00,10,dairy,12
459,98,1,08:01:00,4,spices,0
460,98,2,08:05:00,8,dairy,9
461,98,3,08:13:00,1,spices,17
462,98,4,08:14:00,6,dairy,9
463,98,5,08:20:00,2,checkout0,0
464,98,6,08:22:00,1,exit,0
465,99,0,07:53:00,1,dairy,14
466,99,1,07:54:00,1,drinks,5
467,99,2,07:55:00,4,checkout1,0
468,99,3,07:59:00,1,exit,0
469,100,0,07:53:00,1,fruit,7
470,100,1,07:54:00,6,dairy,8
471,100,2,08:00:00,1,spices,6
472,100,3,08:01:00,4,drinks,7
473,100,4,08:05:00,1,checkout2,0
474,100,5,08:06:00,1,exit,0
475,101,0,07:56:00,1,fruit,3
476,101,1,07:57:00,8,drinks,3
477,101,2,08:05:00,1,fruit,6
478,101,3,08:06:00,1,spices,12
479,101,4,08:07:00,1,checkout1,0
480,101,5,08:08:00,1,exit,0
481,102,0,07:56:00,5,fruit,4
482,102,1,08:01:00,1,spices,18
483,102,2,08:02:00,5,dairy,8
484,102,3,08:07:00,5,checkout4,0
485,102,4,08:12:00,1,exit,0
486,103,0,07:56:00,2,dairy,18
487,103,1,07:58:00,1,drinks,19
488,103,2,07:59:00,1,checkout3,0
489,103,3,08:00:00,1,exit,0
490,104,0,07:56:00,2,fruit,5
491,104,1,07:58:00,1,checkout4,0
492,104,2,07:59:00,1,exit,0
493,105,0,07:56:00,2,dairy,3
494,105,1,07:58:00,1,fruit,17
495,105,2,07:59:00,1,dairy,0
496,105,3,08:00:00,3,fruit,0
497,105,4,08:03:00,2,dairy,9
498,105,5,08:05:00,1,spices,16
499,105,6,08:06:00,1,dairy,0
500,105,7,08:07:00,1,fruit,6
501,105,8,08:08:00,3,checkout1,0
502,105,9,08:11:00,1,exit,0
503,106,0,07:56:00,1,dairy,6
504,106,1,07:57:00,3,drinks,14
505,106,2,08:00:00,1,fruit,17
506,106,3,08:01:00,5,dairy,3
507,106,4,08:06:00,2,checkout3,0
508,106,5,08:08:00,1,exit,0
509,107,0,07:57:00,3,dairy,10
510,107,1,08:00:00,3,checkout4,0
511,107,2,08:03:00,1,exit,0
512,108,0,07:57:00,1,spices,18
513,108,1,07:58:00,2,dairy,15
514,108,2,08:00:00,1,checkout1,0
515,108,3,08:01:00,1,exit,0
516,109,0,08:00:00,2,drinks,12
517,109,1,08:02:00,1,fruit,14
518,109,2,08:03:00,2,dairy,19
519,109,3,08:05:00,1,spices,1
520,109,4,08:06:00,2,dairy,16
521,109,5,08:08:00,2,spices,8
522,109,6,08:10:00,12,dairy,5
523,109,7,08:22:00,3,fruit,11
524,109,8,08:25:00,2,checkout3,0
525,109,9,08:27:00,1,exit,0
526,110,0,08:01:00,1,fruit,5
527,110,1,08:02:00,8,dairy,14
528,110,2,08:10:00,1,spices,2
529,110,3,08:11:00,5,fruit,13
530,110,4,08:16:00,1,dairy,17
531,110,5,08:17:00,1,spices,10
532,110,6,08:18:00,6,checkout4,0
533,110,7,08:24:00,1,exit,0
534,111,0,08:02:00,1,fruit,2
535,111,1,08:03:00,3,checkout1,0
536,111,2,08:06:00,1,exit,0
537,112,0,08:02:00,1,dairy,4
538,112,1,08:03:00,2,spices,11
539,112,2,08:05:00,5,drinks,10
540,112,3,08:10:00,2,checkout0,0
541,112,4,08:12:00,1,exit,0
542,113,0,08:02:00,9,dairy,18
543,113,1,08:11:00,3,drinks,15
544,113,2,08:14:00,1,spices,19
545,113,3,08:15:00,2,dairy,3
546,113,4,08:17:00,1,fruit,2
547,113,5,08:18:00,5,dairy,13
548,113,6,08:23:00,3,checkout0,0
549,113,7,08:26:00,1,exit,0
550,114,0,08:02:00,1,spices,2
551,114,1,08:03:00,2,dairy,0
552,114,2,08:05:00,3,drinks,1
553,114,3,08:08:00,1,checkout0,0
554,114,4,08:09:00,1,exit,0
555,115,0,08:02:00,1,dairy,6
556,115,1,08:03:00,3,fruit,4
557,115,2,08:06:00,1,checkout4,0
558,115,3,08:07:00,1,exit,0
559,116,0,08:03:00,2,fruit,17
560,116,1,08:05:00,1,checkout4,0
561,116,2,08:06:00,1,exit,0
562,117,0,08:03:00,3,fruit,9
563,117,1,08:06:00,2,checkout0,0
564,117,2,08:08:00,1,exit,0
565,118,0,08:03:00,5,drinks,19
566,118,1,08:08:00,1,spices,9
567,118,2,08:09:00,3,fruit,9
568,118,3,08:12:00,4,checkout3,1
569,118,4,08:16:00,9,checkout3,0
570,118,5,08:25:00,1,exit,0
571,119,0,08:04:00,1,dairy,1
572,119,1,08:05:00,1,checkout2,1
573,119,2,08:06:00,5,checkout2,0
574,119,3,08:11:00,1,exit,0
575,120,0,08:04:00,2,fruit,19
576,120,1,08:06:00,1,checkout1,0
577,120,2,08:07:00,1,exit,0
578,121,0,08:04:00,4,dairy,12
579,121,1,08:08:00,1,checkout0,1
580,121,2,08:09:00,2,checkout0,0
581,121,3,08:11:00,1,exit,0
582,122,0,08:04:00,4,spices,2
583,122,1,08:08:00,1,dairy,7
584,122,2,08:09:00,1,drinks,6
585,122,3,08:10:00,1,spices,11
586,122,4,08:11:00,2,drinks,17
587,122,5,08:13:00,7,fruit,19
588,122,6,08:20:00,5,dairy,10
589,122,7,08:25:00,2,fruit,17
590,122,8,08:27:00,1,dairy,7
591,122,9,08:28:00,1,spices,3
592,122,10,08:29:00,5,checkout3,0
593,122,11,08:34:00,1,exit,0
594,123,0,08:05:00,1,dairy,10
595,123,1,08:06:00,1,drinks,6
596,123,2,08:07:00,1,spices,0
597,123,3,08:08:00,5,fruit,14
598,123,4,08:13:00,1,checkout0,1
599,123,5,08:14:00,2,checkout0,0
600,123,6,08:16:00,1,exit,0
601,124,0,08:05:00,2,drinks,5
602,124,1,08:07:00,2,spices,19
603,124,2,08:09:00,1,fruit,0
604,124,3,08:10:00,1,checkout2,0
605,124,4,08:11:00,1,exit,0
606,125,0,08:05:00,1,dairy,2
607,125,1,08:06:00,2,checkout3,1
608,125,2,08:08:00,3,checkout3,0
609,125,3,08:11:00,1,exit,0
610,126,0,08:05:00,6,dairy,6
611,126,1,08:11:00,3,drinks,1
612,126,2,08:14:00,1,checkout4,1
613,126,3,08:15:00,4,checkout4,0
614,126,4,08:19:00,1,exit,0
615,127,0,08:06:00,1,dairy,7
616,127,1,08:07:00,7,drinks,7
617,127,2,08:14:00,2,spices,15
618,127,3,08:16:00,6,dairy,18
619,127,4,08:22:00,1,checkout3,0
620,127,5,08:23:00,1,exit,0
621,128,0,08:06:00,1,spices,8
622,128,1,08:07:00,1,fruit,7
623,128,2,08:08:00,3,checkout1,1
624,128,3,08:11:00,4,checkout1,0
625,128,4,08:15:00,1,exit,0
626,129,0,08:07:00,2,drinks,4
627,129,1,08:09:00,3,checkout3,0
628,129,2,08:12:00,1,exit,0
629,130,0,08:07:00,4,fruit,16
630,130,1,08:11:00,2,drinks,4
631,130,2,08:13:00,1,checkout4,1
632,130,3,08:14:00,2,checkout4,0
633,130,4,08:16:00,1,exit,0
634,131,0,08:07:00,2,fruit,5
635,131,1,08:09:00,2,drinks,0
636,131,2,08:11:00,1,checkout1,1
637,131,3,08:12:00,3,checkout1,0
638,131,4,08:15:00,1,exit,0
639,132,0,08:07:00,3,drinks,3
640,132,1,08:10:00,1,checkout2,1
641,132,2,08:11:00,2,checkout2,0
642,132,3,08:13:00,1,exit,0
643,133,0,08:08:00,1,drinks,9
644,133,1,08:09:00,3,checkout3,1
645,133,2,08:12:00,7,checkout3,0
646,133,3,08:19:00,1,exit,0
647,134,0,08:08:00,1,spices,18
648,134,1,08:09:00,1,drinks,19
649,134,2,08:10:00,3,spices,15
650,134,3,08:13:00,3,fruit,0
651,134,4,08:16:00,1,checkout1,0
652,134,5,08:17:00,1,exit,0
653,135,0,08:08:00,3,drinks,2
654,135,1,08:11:00,1,checkout2,1
655,135,2,08:12:00,2,checkout2,0
656,135,3,08:14:00,1,exit,0
657,136,0,08:08:00,1,drinks,1
658,136,1,08:09:00,1,fruit,6
659,136,2,08:10:00,3,spices,6
660,136,3,08:13:00,3,checkout2,1
661,136,4,08:16:00,6,checkout2,0
662,136,5,08:22:00,1,exit,0
663,137,0,08:09:00,5,fruit,8
664,137,1,08:14:00,5,dairy,14
665,137,2,08:19:00,1,fruit,13
666,137,3,08:20:00,1,dairy,3
667,137,4,08:21:00,2,spices,7
668,137,5,08:23:00,1,checkout2,0
669,137,6,08:24:00,1,exit,0
670,138,0,08:09:00,1,fruit,5
671,138,1,08:10:00,1,drinks,9
672,138,2,08:11:00,1,fruit,7
673,138,3,08:12:00,1,checkout0,1
674,138,4,08:13:00,2,checkout0,0
675,138,5,08:15:00,1,exit,0
676,139,0,08:09:00,1,fruit,13
677,139,1,08:10:00,1,drinks,4
678,139,2,08:11:00,1,checkout4,1
679,139,3,08:12:00,2,checkout4,0
680,139,4,08:14:00,1,exit,0
681,140,0,08:09:00,1,drinks,18
682,140,1,08:10:00,2,checkout0,1
683,140,2,08:12:00,3,checkout0,0
684,140,3,08:15:00,1,exit,0
685,141,0,08:09:00,2,drinks,14
686,141,1,08:11:00,1,spices,18
687,141,2,08:12:00,1,checkout4,1
688,141,3,08:13:00,2,checkout4,0
689,141,4,08:15:00,1,exit,0
690,142,0,08:09:00,2,drinks,11
691,142,1,08:11:00,1,checkout2,2
692,142,2,08:12:00,2,checkout2,1
693,142,4,08:14:00,5,checkout2,0
694,142,5,08:19:00,1,exit,0
695,143,0,08:10:00,4,fruit,1
696,143,1,08:14:00,1,checkout1,1
697,143,2,08:15:00,2,checkout1,0
